Fecha,Provincia,Marca,Venta Total,Iva,Sub Total
2024-07-18,Chimborazo,Cajun,25778.24,3866.74,21911.5
2024-07-19,Chimborazo,Cajun,30163.61,4524.54,25639.07
2024-07-20,Chimborazo,Cajun,24118.37,3617.76,20500.61
2024-07-21,Chimborazo,Cajun,16410.75,2461.61,13949.14
2024-07-22,Chimborazo,Cajun,28247.67,4237.15,24010.52
2024-07-23,Chimborazo,Cajun,26713.18,4006.98,22706.2
2024-07-24,Chimborazo,Cajun,18575.51,2786.33,15789.18
2024-07-25,Chimborazo,Cajun,20420.88,3063.13,17357.75
2024-07-26,Chimborazo,Cajun,19773.75,2966.06,16807.69
2024-07-27,Chimborazo,Cajun,20684.16,3102.62,17581.54
2024-07-28,Chimborazo,Cajun,25576.03,3836.4,21739.63
2024-07-29,Chimborazo,Cajun,23992.33,3598.85,20393.48
2024-07-30,Chimborazo,Cajun,17837.34,2675.6,15161.74
2024-07-31,Chimborazo,Cajun,29760.8,4464.12,25296.68
2024-08-01,Chimborazo,Cajun,15551.64,2332.75,13218.89
2024-08-02,Chimborazo,Cajun,28145.78,4221.87,23923.91
2024-08-03,Chimborazo,Cajun,25204.35,3780.65,21423.7
2024-08-04,Chimborazo,Cajun,27475.57,4121.34,23354.23
2024-08-05,Chimborazo,Cajun,23582.81,3537.42,20045.39
2024-08-06,Chimborazo,Cajun,23914.14,3587.12,20327.02
2024-08-07,Chimborazo,Cajun,15984.3,2397.64,13586.66
2024-08-08,Chimborazo,Cajun,18886.25,2832.94,16053.31
2024-08-09,Chimborazo,Cajun,28892.26,4333.84,24558.42
2024-08-10,Chimborazo,Cajun,25620.56,3843.08,21777.48
2024-08-11,Chimborazo,Cajun,23878.42,3581.76,20296.66
2024-08-12,Chimborazo,Cajun,29441.39,4416.21,25025.18
2024-08-13,Chimborazo,Cajun,23757.79,3563.67,20194.12
2024-08-14,Chimborazo,Cajun,25758.7,3863.8,21894.9
2024-08-15,Chimborazo,Cajun,29190.83,4378.62,24812.21
2024-08-16,Chimborazo,Cajun,17634.64,2645.2,14989.44
2024-08-17,Chimborazo,Cajun,22328.38,3349.26,18979.12
2024-08-18,Chimborazo,Cajun,30047.54,4507.13,25540.41
2024-08-19,Chimborazo,Cajun,15987.72,2398.16,13589.56
2024-08-20,Chimborazo,Cajun,29676.55,4451.48,25225.07
2024-08-21,Chimborazo,Cajun,18293.4,2744.01,15549.39
2024-08-22,Chimborazo,Cajun,23581.02,3537.15,20043.87
2024-08-23,Chimborazo,Cajun,25391.12,3808.67,21582.45
2024-08-24,Chimborazo,Cajun,18526.32,2778.95,15747.37
2024-08-25,Chimborazo,Cajun,19087.61,2863.14,16224.47
2024-08-26,Chimborazo,Cajun,21789.31,3268.4,18520.91
2024-08-27,Chimborazo,Cajun,20269.67,3040.45,17229.22
2024-08-28,Chimborazo,Cajun,24812.03,3721.8,21090.23
2024-08-29,Chimborazo,Cajun,19733.04,2959.96,16773.08
2024-08-30,Chimborazo,Cajun,18556.29,2783.44,15772.85
2024-08-31,Chimborazo,Cajun,17790.66,2668.6,15122.06
2024-09-01,Chimborazo,Cajun,29873.56,4481.03,25392.53
2024-09-02,Chimborazo,Cajun,29603.65,4440.55,25163.1
2024-09-03,Chimborazo,Cajun,20914.6,3137.19,17777.41
2024-09-04,Chimborazo,Cajun,22532.49,3379.87,19152.62
2024-09-05,Chimborazo,Cajun,23312.76,3496.91,19815.85
2024-09-06,Chimborazo,Cajun,17508.51,2626.28,14882.23
2024-09-07,Chimborazo,Cajun,20670.9,3100.64,17570.26
2024-09-08,Chimborazo,Cajun,20295.85,3044.38,17251.47
2024-09-09,Chimborazo,Cajun,27574.49,4136.17,23438.32
2024-09-10,Chimborazo,Cajun,17880.98,2682.15,15198.83
2024-09-11,Chimborazo,Cajun,22514.93,3377.24,19137.69
2024-09-12,Chimborazo,Cajun,21997.49,3299.62,18697.87
2024-09-13,Chimborazo,Cajun,16913.35,2537.0,14376.35
2024-09-14,Chimborazo,Cajun,15568.38,2335.26,13233.12
2024-09-15,Chimborazo,Cajun,27274.5,4091.17,23183.33
2024-09-16,Chimborazo,Cajun,28697.53,4304.63,24392.9
2024-09-17,Chimborazo,Cajun,26608.43,3991.26,22617.17
2024-09-18,Chimborazo,Cajun,30360.33,4554.05,25806.28
2024-09-19,Chimborazo,Cajun,16077.6,2411.64,13665.96
2024-09-20,Chimborazo,Cajun,17468.18,2620.23,14847.95
2024-09-21,Chimborazo,Cajun,30209.56,4531.43,25678.13
2024-09-22,Chimborazo,Cajun,29768.84,4465.33,25303.51
2024-09-23,Chimborazo,Cajun,19022.06,2853.31,16168.75
2024-09-24,Chimborazo,Cajun,24651.84,3697.78,20954.06
2024-09-25,Chimborazo,Cajun,30326.75,4549.01,25777.74
2024-09-26,Chimborazo,Cajun,22669.29,3400.39,19268.9
2024-09-27,Chimborazo,Cajun,23319.1,3497.86,19821.24
2024-09-28,Chimborazo,Cajun,18565.89,2784.88,15781.01
2024-09-29,Chimborazo,Cajun,25827.67,3874.15,21953.52
2024-09-30,Chimborazo,Cajun,17240.3,2586.04,14654.26
2024-10-01,Chimborazo,Cajun,22213.61,3332.04,18881.57
2024-10-02,Chimborazo,Cajun,25993.94,3899.09,22094.85
2024-10-03,Chimborazo,Cajun,20633.27,3094.99,17538.28
2024-10-04,Chimborazo,Cajun,21827.89,3274.18,18553.71
2024-10-05,Chimborazo,Cajun,22180.27,3327.04,18853.23
2024-10-06,Chimborazo,Cajun,17879.89,2681.98,15197.91
2024-10-07,Chimborazo,Cajun,25027.29,3754.09,21273.2
2024-10-08,Chimborazo,Cajun,30422.24,4563.34,25858.9
2024-10-09,Chimborazo,Cajun,25377.21,3806.58,21570.63
2024-10-10,Chimborazo,Cajun,23037.76,3455.66,19582.1
2024-10-11,Chimborazo,Cajun,16927.04,2539.06,14387.98
2024-10-12,Chimborazo,Cajun,17490.38,2623.56,14866.82
2024-10-13,Chimborazo,Cajun,22012.16,3301.82,18710.34
2024-10-14,Chimborazo,Cajun,30500.41,4575.06,25925.35
2024-10-15,Chimborazo,Cajun,20978.55,3146.78,17831.77
2024-10-16,Chimborazo,Cajun,16140.56,2421.08,13719.48
2024-10-17,Chimborazo,Cajun,19573.02,2935.95,16637.07
2024-10-18,Chimborazo,Cajun,29386.61,4407.99,24978.62
2024-10-19,Chimborazo,Cajun,30355.75,4553.36,25802.39
2024-10-20,Chimborazo,Cajun,15488.88,2323.33,13165.55
2024-10-21,Chimborazo,Cajun,23452.54,3517.88,19934.66
2024-10-22,Chimborazo,Cajun,24024.27,3603.64,20420.63
2024-10-23,Chimborazo,Cajun,30307.24,4546.09,25761.15
2024-10-24,Chimborazo,Cajun,25623.84,3843.58,21780.26
2024-10-25,Chimborazo,Cajun,18147.95,2722.19,15425.76
2024-10-26,Chimborazo,Cajun,28647.06,4297.06,24350.0
2024-10-27,Chimborazo,Cajun,21892.5,3283.88,18608.62
2024-10-28,Chimborazo,Cajun,26755.32,4013.3,22742.02
2024-10-29,Chimborazo,Cajun,21182.14,3177.32,18004.82
2024-10-30,Chimborazo,Cajun,28313.24,4246.99,24066.25
2024-10-31,Chimborazo,Cajun,24164.49,3624.67,20539.82
2024-11-01,Chimborazo,Cajun,17397.46,2609.62,14787.84
2024-11-02,Chimborazo,Cajun,21518.0,3227.7,18290.3
2024-11-03,Chimborazo,Cajun,18391.07,2758.66,15632.41
2024-11-04,Chimborazo,Cajun,16255.16,2438.27,13816.89
2024-11-05,Chimborazo,Cajun,19223.98,2883.6,16340.38
2024-11-06,Chimborazo,Cajun,24792.06,3718.81,21073.25
2024-11-07,Chimborazo,Cajun,19768.66,2965.3,16803.36
2024-11-08,Chimborazo,Cajun,25831.32,3874.7,21956.62
2024-11-09,Chimborazo,Cajun,25587.7,3838.15,21749.55
2024-11-10,Chimborazo,Cajun,19271.63,2890.74,16380.89
2024-11-11,Chimborazo,Cajun,30088.85,4513.33,25575.52
2024-11-12,Chimborazo,Cajun,29192.79,4378.92,24813.87
2024-11-13,Chimborazo,Cajun,27810.05,4171.51,23638.54
2024-11-14,Chimborazo,Cajun,29425.37,4413.81,25011.56
2024-11-15,Chimborazo,Cajun,27802.18,4170.33,23631.85
2024-11-16,Chimborazo,Cajun,16093.71,2414.06,13679.65
2024-11-17,Chimborazo,Cajun,28975.89,4346.38,24629.51
2024-11-18,Chimborazo,Cajun,18768.1,2815.21,15952.89
2024-11-19,Chimborazo,Cajun,25769.47,3865.42,21904.05
2024-11-20,Chimborazo,Cajun,23236.74,3485.51,19751.23
2024-11-21,Chimborazo,Cajun,16239.68,2435.95,13803.73
2024-11-22,Chimborazo,Cajun,26398.58,3959.79,22438.79
2024-11-23,Chimborazo,Cajun,22150.37,3322.56,18827.81
2024-11-24,Chimborazo,Cajun,27107.68,4066.15,23041.53
2024-11-25,Chimborazo,Cajun,26338.72,3950.81,22387.91
2024-11-26,Chimborazo,Cajun,17119.92,2567.99,14551.93
2024-11-27,Chimborazo,Cajun,18696.33,2804.45,15891.88
2024-11-28,Chimborazo,Cajun,22814.9,3422.24,19392.66
2024-11-29,Chimborazo,Cajun,16512.05,2476.81,14035.24
2024-11-30,Chimborazo,Cajun,25649.68,3847.45,21802.23
2024-12-01,Chimborazo,Cajun,21811.13,3271.67,18539.46
2024-12-02,Chimborazo,Cajun,21125.91,3168.89,17957.02
2024-12-03,Chimborazo,Cajun,29335.54,4400.33,24935.21
2024-12-04,Chimborazo,Cajun,20232.25,3034.84,17197.41
2024-12-05,Chimborazo,Cajun,27021.83,4053.27,22968.56
2024-12-06,Chimborazo,Cajun,27011.4,4051.71,22959.69
2024-12-07,Chimborazo,Cajun,24114.59,3617.19,20497.4
2024-12-08,Chimborazo,Cajun,24096.94,3614.54,20482.4
2024-12-09,Chimborazo,Cajun,16818.47,2522.77,14295.7
2024-12-10,Chimborazo,Cajun,18338.58,2750.79,15587.79
2024-12-11,Chimborazo,Cajun,29389.68,4408.45,24981.23
2024-12-12,Chimborazo,Cajun,22054.88,3308.23,18746.65
2024-12-13,Chimborazo,Cajun,29419.55,4412.93,25006.62
2024-12-14,Chimborazo,Cajun,16736.31,2510.45,14225.86
2024-12-15,Chimborazo,Cajun,28352.95,4252.94,24100.01
2024-12-16,Chimborazo,Cajun,17546.53,2631.98,14914.55
2024-12-17,Chimborazo,Cajun,18126.6,2718.99,15407.61
2024-12-18,Chimborazo,Cajun,19977.13,2996.57,16980.56
2024-12-19,Chimborazo,Cajun,23433.06,3514.96,19918.1
2024-12-20,Chimborazo,Cajun,30582.31,4587.35,25994.96
2024-12-21,Chimborazo,Cajun,17451.66,2617.75,14833.91
2024-12-22,Chimborazo,Cajun,16290.35,2443.55,13846.8
2024-12-23,Chimborazo,Cajun,25416.59,3812.49,21604.1
2024-12-24,Chimborazo,Cajun,25201.9,3780.28,21421.62
2024-12-25,Chimborazo,Cajun,25866.11,3879.92,21986.19
2024-12-26,Chimborazo,Cajun,30558.15,4583.72,25974.43
2024-12-27,Chimborazo,Cajun,18852.44,2827.87,16024.57
2024-12-28,Chimborazo,Cajun,22963.32,3444.5,19518.82
2024-12-29,Chimborazo,Cajun,23768.09,3565.21,20202.88
2024-12-30,Chimborazo,Cajun,29065.14,4359.77,24705.37
2024-01-01,Cotopaxi,American Deli,16476.57,2471.49,14005.08
2024-01-02,Cotopaxi,American Deli,17277.49,2591.62,14685.87
2024-01-03,Cotopaxi,American Deli,30634.2,4595.13,26039.07
2024-01-04,Cotopaxi,American Deli,18314.43,2747.16,15567.27
2024-01-05,Cotopaxi,American Deli,26190.25,3928.54,22261.71
2024-01-06,Cotopaxi,American Deli,21646.7,3247.01,18399.69
2024-01-07,Cotopaxi,American Deli,29895.0,4484.25,25410.75
2024-01-08,Cotopaxi,American Deli,22946.9,3442.04,19504.86
2024-01-09,Cotopaxi,American Deli,21739.09,3260.86,18478.23
2024-01-10,Cotopaxi,American Deli,29347.75,4402.16,24945.59
2024-01-11,Cotopaxi,American Deli,26725.52,4008.83,22716.69
2024-01-12,Cotopaxi,American Deli,22254.87,3338.23,18916.64
2024-01-13,Cotopaxi,American Deli,15646.97,2347.05,13299.92
2024-01-14,Cotopaxi,American Deli,22364.52,3354.68,19009.84
2024-01-15,Cotopaxi,American Deli,25885.62,3882.84,22002.78
2024-01-16,Cotopaxi,American Deli,26238.53,3935.78,22302.75
2024-01-17,Cotopaxi,American Deli,29632.13,4444.82,25187.31
2024-01-18,Cotopaxi,American Deli,22180.19,3327.03,18853.16
2024-01-19,Cotopaxi,American Deli,17920.4,2688.06,15232.34
2024-01-20,Cotopaxi,American Deli,20325.6,3048.84,17276.76
2024-01-21,Cotopaxi,American Deli,28325.92,4248.89,24077.03
2024-01-22,Cotopaxi,American Deli,20664.98,3099.75,17565.23
2024-01-23,Cotopaxi,American Deli,27323.65,4098.55,23225.1
2024-01-24,Cotopaxi,American Deli,27693.89,4154.08,23539.81
2024-01-25,Cotopaxi,American Deli,17165.43,2574.81,14590.62
2024-01-26,Cotopaxi,American Deli,21876.22,3281.43,18594.79
2024-01-27,Cotopaxi,American Deli,16216.95,2432.54,13784.41
2024-01-28,Cotopaxi,American Deli,26127.0,3919.05,22207.95
2024-01-29,Cotopaxi,American Deli,18046.91,2707.04,15339.87
2024-01-30,Cotopaxi,American Deli,29132.02,4369.8,24762.22
2024-01-31,Cotopaxi,American Deli,24530.15,3679.52,20850.63
2024-02-01,Cotopaxi,American Deli,28960.71,4344.11,24616.6
2024-02-02,Cotopaxi,American Deli,19408.45,2911.27,16497.18
2024-02-03,Cotopaxi,American Deli,29767.81,4465.17,25302.64
2024-02-04,Cotopaxi,American Deli,20079.89,3011.98,17067.91
2024-02-05,Cotopaxi,American Deli,24274.83,3641.22,20633.61
2024-02-06,Cotopaxi,American Deli,24219.71,3632.96,20586.75
2024-02-07,Cotopaxi,American Deli,18905.03,2835.75,16069.28
2024-02-08,Cotopaxi,American Deli,23025.28,3453.79,19571.49
2024-02-09,Cotopaxi,American Deli,25058.81,3758.82,21299.99
2024-02-10,Cotopaxi,American Deli,17530.92,2629.64,14901.28
2024-02-11,Cotopaxi,American Deli,27267.73,4090.16,23177.57
2024-02-12,Cotopaxi,American Deli,24856.76,3728.51,21128.25
2024-02-13,Cotopaxi,American Deli,24516.52,3677.48,20839.04
2024-02-14,Cotopaxi,American Deli,20387.38,3058.11,17329.27
2024-02-15,Cotopaxi,American Deli,28271.94,4240.79,24031.15
2024-02-16,Cotopaxi,American Deli,28701.71,4305.26,24396.45
2024-02-17,Cotopaxi,American Deli,29858.36,4478.75,25379.61
2024-02-18,Cotopaxi,American Deli,16279.42,2441.91,13837.51
2024-02-19,Cotopaxi,American Deli,26923.59,4038.54,22885.05
2024-02-20,Cotopaxi,American Deli,26637.32,3995.6,22641.72
2024-02-21,Cotopaxi,American Deli,27704.45,4155.67,23548.78
2024-02-22,Cotopaxi,American Deli,19395.65,2909.35,16486.3
2024-02-23,Cotopaxi,American Deli,23370.72,3505.61,19865.11
2024-02-24,Cotopaxi,American Deli,20043.4,3006.51,17036.89
2024-02-25,Cotopaxi,American Deli,20308.63,3046.29,17262.34
2024-02-26,Cotopaxi,American Deli,26557.51,3983.63,22573.88
2024-02-27,Cotopaxi,American Deli,18733.38,2810.01,15923.37
2024-02-28,Cotopaxi,American Deli,29220.95,4383.14,24837.81
2024-02-29,Cotopaxi,American Deli,27829.67,4174.45,23655.22
2024-03-01,Cotopaxi,American Deli,15503.92,2325.59,13178.33
2024-03-02,Cotopaxi,American Deli,22072.39,3310.86,18761.53
2024-03-03,Cotopaxi,American Deli,23399.18,3509.88,19889.3
2024-03-04,Cotopaxi,American Deli,30361.07,4554.16,25806.91
2024-03-05,Cotopaxi,American Deli,24271.16,3640.67,20630.49
2024-03-06,Cotopaxi,American Deli,20271.31,3040.7,17230.61
2024-03-07,Cotopaxi,American Deli,28590.59,4288.59,24302.0
2024-03-08,Cotopaxi,American Deli,19528.94,2929.34,16599.6
2024-03-09,Cotopaxi,American Deli,16903.45,2535.52,14367.93
2024-03-10,Cotopaxi,American Deli,26889.08,4033.36,22855.72
2024-03-11,Cotopaxi,American Deli,22707.43,3406.11,19301.32
2024-03-12,Cotopaxi,American Deli,26157.35,3923.6,22233.75
2024-03-13,Cotopaxi,American Deli,30059.2,4508.88,25550.32
2024-03-14,Cotopaxi,American Deli,22155.54,3323.33,18832.21
2024-03-15,Cotopaxi,American Deli,27546.72,4132.01,23414.71
2024-03-16,Cotopaxi,American Deli,17494.74,2624.21,14870.53
2024-03-17,Cotopaxi,American Deli,21068.2,3160.23,17907.97
2024-03-18,Cotopaxi,American Deli,25833.16,3874.97,21958.19
2024-03-19,Cotopaxi,American Deli,23879.39,3581.91,20297.48
2024-03-20,Cotopaxi,American Deli,17872.66,2680.9,15191.76
2024-03-21,Cotopaxi,American Deli,22202.61,3330.39,18872.22
2024-03-22,Cotopaxi,American Deli,18693.04,2803.96,15889.08
2024-03-23,Cotopaxi,American Deli,29170.09,4375.51,24794.58
2024-03-24,Cotopaxi,American Deli,22235.62,3335.34,18900.28
2024-03-25,Cotopaxi,American Deli,25648.91,3847.34,21801.57
2024-03-26,Cotopaxi,American Deli,23413.19,3511.98,19901.21
2024-03-27,Cotopaxi,American Deli,24506.05,3675.91,20830.14
2024-03-28,Cotopaxi,American Deli,25764.73,3864.71,21900.02
2024-03-29,Cotopaxi,American Deli,29813.8,4472.07,25341.73
2024-03-30,Cotopaxi,American Deli,24589.47,3688.42,20901.05
2024-03-31,Cotopaxi,American Deli,29409.17,4411.38,24997.79
2024-04-01,Cotopaxi,American Deli,21467.83,3220.17,18247.66
2024-04-02,Cotopaxi,American Deli,16177.19,2426.58,13750.61
2024-04-03,Cotopaxi,American Deli,26223.6,3933.54,22290.06
2024-04-04,Cotopaxi,American Deli,26652.76,3997.91,22654.85
2024-04-05,Cotopaxi,American Deli,24788.18,3718.23,21069.95
2024-04-06,Cotopaxi,American Deli,18639.89,2795.98,15843.91
2024-04-07,Cotopaxi,American Deli,18407.81,2761.17,15646.64
2024-04-08,Cotopaxi,American Deli,18085.58,2712.84,15372.74
2024-04-09,Cotopaxi,American Deli,23289.97,3493.5,19796.47
2024-04-10,Cotopaxi,American Deli,20223.4,3033.51,17189.89
2024-04-11,Cotopaxi,American Deli,17293.2,2593.98,14699.22
2024-04-12,Cotopaxi,American Deli,16810.17,2521.53,14288.64
2024-04-13,Cotopaxi,American Deli,29577.06,4436.56,25140.5
2024-04-14,Cotopaxi,American Deli,23201.85,3480.28,19721.57
2024-04-15,Cotopaxi,American Deli,26568.61,3985.29,22583.32
2024-04-16,Cotopaxi,American Deli,24070.18,3610.53,20459.65
2024-04-17,Cotopaxi,American Deli,27680.12,4152.02,23528.1
2024-04-18,Cotopaxi,American Deli,22979.66,3446.95,19532.71
2024-04-19,Cotopaxi,American Deli,19843.27,2976.49,16866.78
2024-04-20,Cotopaxi,American Deli,20878.16,3131.72,17746.44
2024-04-21,Cotopaxi,American Deli,29653.33,4448.0,25205.33
2024-04-22,Cotopaxi,American Deli,28385.28,4257.79,24127.49
2024-04-23,Cotopaxi,American Deli,25772.95,3865.94,21907.01
2024-04-24,Cotopaxi,American Deli,22539.56,3380.93,19158.63
2024-04-25,Cotopaxi,American Deli,27481.97,4122.3,23359.67
2024-04-26,Cotopaxi,American Deli,30637.82,4595.67,26042.15
2024-04-27,Cotopaxi,American Deli,26137.39,3920.61,22216.78
2024-04-28,Cotopaxi,American Deli,20995.52,3149.33,17846.19
2024-04-29,Cotopaxi,American Deli,28909.39,4336.41,24572.98
2024-04-30,Cotopaxi,American Deli,26592.31,3988.85,22603.46
2024-05-01,Cotopaxi,American Deli,19633.41,2945.01,16688.4
2024-05-02,Cotopaxi,American Deli,18658.02,2798.7,15859.32
2024-05-03,Cotopaxi,American Deli,24738.83,3710.82,21028.01
2024-05-04,Cotopaxi,American Deli,27341.84,4101.28,23240.56
2024-05-05,Cotopaxi,American Deli,26046.46,3906.97,22139.49
2024-05-06,Cotopaxi,American Deli,26555.97,3983.4,22572.57
2024-05-07,Cotopaxi,American Deli,29119.68,4367.95,24751.73
2024-05-08,Cotopaxi,American Deli,24549.14,3682.37,20866.77
2024-05-09,Cotopaxi,American Deli,15738.42,2360.76,13377.66
2024-05-10,Cotopaxi,American Deli,17899.86,2684.98,15214.88
2024-05-11,Cotopaxi,American Deli,27695.65,4154.35,23541.3
2024-05-12,Cotopaxi,American Deli,25758.32,3863.75,21894.57
2024-05-13,Cotopaxi,American Deli,15737.87,2360.68,13377.19
2024-05-14,Cotopaxi,American Deli,19987.22,2998.08,16989.14
2024-05-15,Cotopaxi,American Deli,29572.15,4435.82,25136.33
2024-05-16,Cotopaxi,American Deli,18590.36,2788.55,15801.81
2024-05-17,Cotopaxi,American Deli,18320.07,2748.01,15572.06
2024-05-18,Cotopaxi,American Deli,27134.54,4070.18,23064.36
2024-05-19,Cotopaxi,American Deli,22089.58,3313.44,18776.14
2024-05-20,Cotopaxi,American Deli,17666.64,2650.0,15016.64
2024-05-21,Cotopaxi,American Deli,29650.03,4447.5,25202.53
2024-05-22,Cotopaxi,American Deli,16713.14,2506.97,14206.17
2024-05-23,Cotopaxi,American Deli,24063.17,3609.48,20453.69
2024-05-24,Cotopaxi,American Deli,27816.42,4172.46,23643.96
2024-05-25,Cotopaxi,American Deli,22333.46,3350.02,18983.44
2024-05-26,Cotopaxi,American Deli,21220.61,3183.09,18037.52
2024-05-27,Cotopaxi,American Deli,18326.61,2748.99,15577.62
2024-05-28,Cotopaxi,American Deli,20733.42,3110.01,17623.41
2024-05-29,Cotopaxi,American Deli,22450.76,3367.61,19083.15
2024-05-30,Cotopaxi,American Deli,29929.51,4489.43,25440.08
2024-05-31,Cotopaxi,American Deli,27057.52,4058.63,22998.89
2024-06-01,Cotopaxi,American Deli,15913.63,2387.04,13526.59
2024-06-02,Cotopaxi,American Deli,20042.84,3006.43,17036.41
2024-06-03,Cotopaxi,American Deli,20350.0,3052.5,17297.5
2024-06-04,Cotopaxi,American Deli,16708.99,2506.35,14202.64
2024-06-05,Cotopaxi,American Deli,17609.87,2641.48,14968.39
2024-06-06,Cotopaxi,American Deli,23675.47,3551.32,20124.15
2024-06-07,Cotopaxi,American Deli,19084.96,2862.74,16222.22
2024-06-08,Cotopaxi,American Deli,28948.58,4342.29,24606.29
2024-06-09,Cotopaxi,American Deli,19071.43,2860.71,16210.72
2024-06-10,Cotopaxi,American Deli,24852.84,3727.93,21124.91
2024-06-11,Cotopaxi,American Deli,28805.77,4320.87,24484.9
2024-06-12,Cotopaxi,American Deli,18858.74,2828.81,16029.93
2024-06-13,Cotopaxi,American Deli,25024.98,3753.75,21271.23
2024-06-14,Cotopaxi,American Deli,19293.26,2893.99,16399.27
2024-06-15,Cotopaxi,American Deli,19493.31,2924.0,16569.31
2024-06-16,Cotopaxi,American Deli,19754.28,2963.14,16791.14
2024-06-17,Cotopaxi,American Deli,29205.65,4380.85,24824.8
2024-06-18,Cotopaxi,American Deli,26386.11,3957.92,22428.19
2024-06-19,Cotopaxi,American Deli,19034.37,2855.16,16179.21
2024-06-20,Cotopaxi,American Deli,15433.67,2315.05,13118.62
2024-06-21,Cotopaxi,American Deli,17283.18,2592.48,14690.7
2024-06-22,Cotopaxi,American Deli,24135.12,3620.27,20514.85
2024-06-23,Cotopaxi,American Deli,28241.08,4236.16,24004.92
2024-06-24,Cotopaxi,American Deli,16987.47,2548.12,14439.35
2024-06-25,Cotopaxi,American Deli,19548.49,2932.27,16616.22
2024-06-26,Cotopaxi,American Deli,20473.41,3071.01,17402.4
2024-06-27,Cotopaxi,American Deli,25093.21,3763.98,21329.23
2024-06-28,Cotopaxi,American Deli,20921.1,3138.16,17782.94
2024-06-29,Cotopaxi,American Deli,23791.79,3568.77,20223.02
2024-06-30,Cotopaxi,American Deli,21714.83,3257.22,18457.61
2024-07-01,Cotopaxi,American Deli,17316.19,2597.43,14718.76
2024-07-02,Cotopaxi,American Deli,16901.69,2535.25,14366.44
2024-07-03,Cotopaxi,American Deli,27485.25,4122.79,23362.46
2024-07-04,Cotopaxi,American Deli,20390.04,3058.51,17331.53
2024-07-05,Cotopaxi,American Deli,25925.47,3888.82,22036.65
2024-07-06,Cotopaxi,American Deli,24331.64,3649.75,20681.89
2024-07-07,Cotopaxi,American Deli,19842.1,2976.31,16865.79
2024-07-08,Cotopaxi,American Deli,25758.84,3863.83,21895.01
2024-07-09,Cotopaxi,American Deli,21767.65,3265.15,18502.5
2024-07-10,Cotopaxi,American Deli,30556.11,4583.42,25972.69
2024-07-11,Cotopaxi,American Deli,19644.32,2946.65,16697.67
2024-07-12,Cotopaxi,American Deli,24329.82,3649.47,20680.35
2024-07-13,Cotopaxi,American Deli,17627.94,2644.19,14983.75
2024-07-14,Cotopaxi,American Deli,28037.05,4205.56,23831.49
2024-07-15,Cotopaxi,American Deli,25938.21,3890.73,22047.48
2024-07-16,Cotopaxi,American Deli,20314.58,3047.19,17267.39
2024-07-17,Cotopaxi,American Deli,28577.43,4286.61,24290.82
2024-07-18,Cotopaxi,American Deli,28152.11,4222.82,23929.29
2024-07-19,Cotopaxi,American Deli,21998.37,3299.76,18698.61
2024-07-20,Cotopaxi,American Deli,29480.58,4422.09,25058.49
2024-07-21,Cotopaxi,American Deli,22224.44,3333.67,18890.77
2024-07-22,Cotopaxi,American Deli,20351.14,3052.67,17298.47
2024-07-23,Cotopaxi,American Deli,21671.97,3250.8,18421.17
2024-07-24,Cotopaxi,American Deli,20235.06,3035.26,17199.8
2024-07-25,Cotopaxi,American Deli,25386.63,3807.99,21578.64
2024-07-26,Cotopaxi,American Deli,18193.71,2729.06,15464.65
2024-07-27,Cotopaxi,American Deli,17598.67,2639.8,14958.87
2024-07-28,Cotopaxi,American Deli,25196.1,3779.41,21416.69
2024-07-29,Cotopaxi,American Deli,19941.67,2991.25,16950.42
2024-07-30,Cotopaxi,American Deli,26919.94,4037.99,22881.95
2024-07-31,Cotopaxi,American Deli,18010.74,2701.61,15309.13
2024-08-01,Cotopaxi,American Deli,18048.88,2707.33,15341.55
2024-08-02,Cotopaxi,American Deli,29646.36,4446.95,25199.41
2024-08-03,Cotopaxi,American Deli,25343.08,3801.46,21541.62
2024-08-04,Cotopaxi,American Deli,20481.9,3072.29,17409.61
2024-08-05,Cotopaxi,American Deli,26914.06,4037.11,22876.95
2024-08-06,Cotopaxi,American Deli,20322.29,3048.34,17273.95
2024-08-07,Cotopaxi,American Deli,21126.76,3169.01,17957.75
2024-08-08,Cotopaxi,American Deli,22183.35,3327.5,18855.85
2024-08-09,Cotopaxi,American Deli,25242.99,3786.45,21456.54
2024-08-10,Cotopaxi,American Deli,24569.04,3685.36,20883.68
2024-08-11,Cotopaxi,American Deli,30471.74,4570.76,25900.98
2024-08-12,Cotopaxi,American Deli,21323.22,3198.48,18124.74
2024-08-13,Cotopaxi,American Deli,16856.31,2528.45,14327.86
2024-08-14,Cotopaxi,American Deli,23429.1,3514.36,19914.74
2024-08-15,Cotopaxi,American Deli,25899.69,3884.95,22014.74
2024-08-16,Cotopaxi,American Deli,30418.46,4562.77,25855.69
2024-08-17,Cotopaxi,American Deli,19146.89,2872.03,16274.86
2024-08-18,Cotopaxi,American Deli,26530.88,3979.63,22551.25
2024-08-19,Cotopaxi,American Deli,29403.92,4410.59,24993.33
2024-08-20,Cotopaxi,American Deli,19900.67,2985.1,16915.57
2024-08-21,Cotopaxi,American Deli,21825.03,3273.75,18551.28
2024-08-22,Cotopaxi,American Deli,29457.24,4418.59,25038.65
2024-08-23,Cotopaxi,American Deli,21143.57,3171.54,17972.03
2024-08-24,Cotopaxi,American Deli,20559.89,3083.98,17475.91
